Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12652,2021-11-15,-0.044179579,-0.0293657,-0.02878615,21,100
Market-Adjusted Model,12654,2021-11-15,-0.044788586,-0.030220707,-0.029395157,21,100
Market-Adjusted Model,12655,2021-11-15,-0.042161761,-0.026998458,-0.026768333,21,100
Market-Adjusted Model,12656,2021-11-15,-0.04271258,-0.027413889,-0.027319151,21,100
Market-Adjusted Model,12657,2021-11-15,-0.034087236,-0.018176085,-0.018693807,21,100
Market-Adjusted Model,12658,2021-11-15,-0.027159549,-0.01053147,-0.011766121,21,100
Market-Adjusted Model,12659,2021-11-15,-0.026356527,-0.010150928,-0.010963098,21,100
Market-Adjusted Model,12662,2021-11-15,-0.00690604,0.0090074856,0.008487389,21,100
Market-Adjusted Model,12665,2021-11-15,-0.107062125,-0.095329227,-0.091668697,21,100
Market-Adjusted Model,12666,2021-11-15,-0.000750173,0.0140504043,0.0146432559,21,100
Market-Adjusted Model,12668,2021-11-15,0.0452022695,0.0685554179,0.060595698,21,100
Market-Adjusted Model,12672,2021-11-15,-0.014256557,0.0006805735,0.0011368715,21,100
Market-Adjusted Model,12673,2021-11-15,-0.025583325,-0.010780129,-0.010189896,21,100
Market-Adjusted Model,12675,2021-11-15,-0.00200595,0.0129816766,0.0133874787,21,100
Market-Adjusted Model,12676,2021-11-15,0.0100348111,0.0248030273,0.0254282397,21,100
Market-Adjusted Model,12680,2021-11-15,0.2031249587,0.2150506327,0.2185183872,21,100
Market-Adjusted Model,12681,2021-11-15,0.0039328656,0.0200300029,0.0193262942,21,100
Market-Adjusted Model,12684,2021-11-15,0.0314465604,0.0540814944,0.0468399889,21,100
Market-Adjusted Model,12690,2021-11-15,-0.006974044,0.011434095,0.0084193846,21,100
Market-Adjusted Model,12693,2021-11-15,-0.026685281,-0.011469871,-0.011291853,21,100
Market-Adjusted Model,12697,2021-11-15,0.0139534751,0.0329205422,0.0293469037,21,100
Market-Adjusted Model,12699,2021-11-15,-0.380102037,-0.422699788,-0.364708609,21,100
Market-Adjusted Model,12717,2021-11-15,-0.00484691,0.0127717288,0.0105465189,21,100
Market-Adjusted Model,12728,2021-11-15,-0.228129361,-0.224397296,-0.212735933,21,100
Market-Adjusted Model,12741,2021-11-15,0.0185328028,0.0335490404,0.0339262314,21,100
Market-Adjusted Model,12745,2021-11-15,-0.113043475,-0.091039321,-0.097650047,21,100
Market-Adjusted Model,12747,2021-11-15,-0.040540586,-0.026152862,-0.025147157,21,100
Market-Adjusted Model,12748,2021-11-15,-0.006915374,0.0081935175,0.0084780541,21,100
Market-Adjusted Model,12751,2021-11-15,-0.255319171,-0.246336337,-0.239925743,21,100
Market-Adjusted Model,12753,2021-11-15,-0.013467094,0.0018196911,0.0019263344,21,100
Market-Adjusted Model,12754,2021-11-15,-0.026339228,-0.009591142,-0.010945799,21,100
Market-Adjusted Model,12756,2021-11-15,-0.126907069,-0.1124295,-0.11151364,21,100
Market-Adjusted Model,12758,2021-11-15,0.0584032644,0.076722196,0.0737966929,21,100
Market-Adjusted Model,12759,2021-11-15,0.0375100022,0.0552733067,0.0529034307,21,100
Market-Adjusted Model,12781,2021-11-15,-0.046367113,-0.029810714,-0.030973684,21,100
Market-Adjusted Model,12783,2021-11-15,-0.001157431,0.019230325,0.0142359974,21,100
Market-Adjusted Model,12786,2021-11-15,-0.073921899,-0.056840931,-0.05852847,21,100
Market-Adjusted Model,12788,2021-11-15,0.0166667098,0.0610049861,0.0320601383,21,100
Market-Adjusted Model,12789,2021-11-15,-0.275641008,-0.278304716,-0.260247579,21,100
Market-Adjusted Model,12796,2021-11-15,-0.043020618,-0.01918749,-0.02762719,21,100
Market-Adjusted Model,12799,2021-11-15,-0.131578874,-0.117229541,-0.116185446,21,100
Market-Adjusted Model,12826,2021-11-15,-0.031630219,-0.014789187,-0.01623679,21,100
Market-Adjusted Model,12828,2021-11-15,-0.108902269,-0.084645035,-0.093508841,21,100
Market-Adjusted Model,12832,2021-11-15,-0.00060413,0.0142713849,0.0147892982,21,100
Market-Adjusted Model,12839,2021-11-15,-0.083022842,-0.068361725,-0.067629413,21,100
Market-Adjusted Model,12840,2021-11-15,-0.242152449,-0.237945941,-0.22675902,21,100
Market-Adjusted Model,12841,2021-11-15,-0.036901725,-0.022079167,-0.021508297,21,100
Market-Adjusted Model,12842,2021-11-15,-0.02950992,-0.014350997,-0.014116491,21,100
Market-Adjusted Model,12844,2021-11-15,-0.039874345,-0.02488056,-0.024480916,21,100
Market-Adjusted Model,12847,2021-11-15,-0.039185538,-0.023635063,-0.023792109,21,100
Market-Adjusted Model,12852,2021-11-15,-0.091253523,-0.077259407,-0.075860095,21,100
Market-Adjusted Model,12867,2021-11-15,-0.057177837,-0.043108456,-0.041784409,21,100
Market-Adjusted Model,12868,2021-11-15,-0.044088015,-0.028095689,-0.028694587,21,100
Market-Adjusted Model,12870,2021-11-15,-0.000864732,0.0139358592,0.014528697,21,100
Market-Adjusted Model,12871,2021-11-15,-0.206713428,-0.202551602,-0.191319999,21,100
Market-Adjusted Model,12872,2021-11-15,-0.068795586,-0.050749099,-0.053402157,21,100
Market-Adjusted Model,12874,2021-11-15,-0.010222297,0.0045803704,0.0051711313,21,100
Market-Adjusted Model,12875,2021-11-15,-0.011631683,0.0037927686,0.003761746,21,100
Market-Adjusted Model,12876,2021-11-15,-0.033344069,-0.017874209,-0.01795064,21,100
Market-Adjusted Model,12877,2021-11-15,-0.035443062,-0.011007566,-0.020049634,21,100
Market-Adjusted Model,12880,2021-11-15,-0.029655706,0.0015586006,-0.014262278,21,100
Market-Adjusted Model,12885,2021-11-15,0.0317100493,0.0468712252,0.0471034778,21,100
Market-Adjusted Model,12886,2021-11-15,-0.18154082,-0.180021096,-0.166147392,21,100
Market-Adjusted Model,12890,2021-11-15,-0.054441275,-0.037729143,-0.039047846,21,100
Market-Adjusted Model,12895,2021-11-15,-0.016830278,-0.001275105,-0.00143685,21,100
Market-Adjusted Model,12899,2021-11-15,0.0122910069,0.0271026092,0.0276844354,21,100
Market-Adjusted Model,12902,2021-11-15,-0.015453174,-0.000556301,-0.000059745,21,100
Market-Adjusted Model,12904,2021-11-15,0.0021066125,0.0170103461,0.017500041,21,100
Market-Adjusted Model,12905,2021-11-15,-0.148463641,-0.139250012,-0.133070212,21,100
Market-Adjusted Model,12912,2021-11-15,-0.073943595,-0.058837306,-0.058550167,21,100
Market-Adjusted Model,12913,2021-11-15,-0.108976177,-0.09565319,-0.093582749,21,100
Market-Adjusted Model,12919,2021-11-15,-0.134684356,-0.127454386,-0.119290927,21,100
Market-Adjusted Model,12920,2021-11-15,0.0204171739,0.0394122364,0.0358106024,21,100
Market-Adjusted Model,12923,2021-11-15,-0.046685403,-0.029991439,-0.031291975,21,100
Market-Adjusted Model,12927,2021-11-15,-0.488176315,-0.605319709,-0.472782887,21,100
Market-Adjusted Model,12948,2021-11-15,-0.032727257,-0.016589415,-0.017333828,21,100
Market-Adjusted Model,12949,2021-11-15,-0.02110949,-0.005671111,-0.005716061,21,100
Market-Adjusted Model,12953,2021-11-15,-0.05997931,-0.045941471,-0.044585882,21,100
Market-Adjusted Model,12961,2021-11-15,0.3333332728,0.3455978921,0.3487267013,21,100
Market-Adjusted Model,12974,2021-11-15,-0.028489248,-0.012884759,-0.013095819,21,100
Market-Adjusted Model,12975,2021-11-15,-0.017929057,-0.002554833,-0.002535628,21,100
Market-Adjusted Model,12978,2021-11-15,-0.036865179,-0.021246959,-0.02147175,21,100
Market-Adjusted Model,12979,2021-11-15,-0.000140176,0.0146995778,0.0152532527,21,100
Market-Adjusted Model,12980,2021-11-15,0.001287838,0.0161653956,0.0166812665,21,100
Market-Adjusted Model,12981,2021-11-15,-0.006138911,0.0103667733,0.0092545173,21,100
Market-Adjusted Model,12982,2021-11-15,-0.283950635,-0.283573164,-0.268557206,21,100
Market-Adjusted Model,12991,2021-11-15,0.019058943,0.0342990897,0.0344523715,21,100
Market-Adjusted Model,12994,2021-11-15,-0.037387076,-0.021285022,-0.021993648,21,100
Market-Adjusted Model,12996,2021-11-15,-0.003482969,0.0113861404,0.0119104594,21,100
Market-Adjusted Model,12997,2021-11-15,-0.074474764,-0.060755596,-0.059081336,21,100
Market-Adjusted Model,12998,2021-11-15,-0.08487288,-0.072081839,-0.069479451,21,100
Market-Adjusted Model,12999,2021-11-15,-0.063762052,-0.048469509,-0.048368623,21,100
Market-Adjusted Model,13000,2021-11-15,-0.036519886,-0.020202407,-0.021126457,21,100
Market-Adjusted Model,13001,2021-11-15,0.0066400681,0.0245693116,0.0220334966,21,100
Market-Adjusted Model,13002,2021-11-15,-0.026182805,-0.010580598,-0.010789376,21,100
Market-Adjusted Model,13006,2021-11-15,-0.012906821,0.0072983882,0.0024866078,21,100
Market-Adjusted Model,13007,2021-11-15,0.1348973883,0.1448424871,0.1502908169,21,100
Market-Adjusted Model,13016,2021-11-15,-0.043174966,-0.028328377,-0.027781537,21,100
Market-Adjusted Model,13019,2021-11-15,0.0404041039,0.0704168812,0.0557975324,21,100
Market-Adjusted Model,13023,2021-11-15,-0.03201147,-0.017567186,-0.016618041,21,100
Market-Adjusted Model,13024,2021-11-15,-0.019389038,-0.004468989,-0.00399561,21,100
Market-Adjusted Model,13025,2021-11-15,-0.01556296,-0.00037234,-0.000169531,21,100
Market-Adjusted Model,13026,2021-11-15,-0.024768629,-0.010026545,-0.009375201,21,100
Market-Adjusted Model,13027,2021-11-15,-0.020502952,-0.005501353,-0.005109524,21,100
Market-Adjusted Model,13029,2021-11-15,-0.127131067,-0.105361366,-0.111737638,21,100
Market-Adjusted Model,13030,2021-11-15,0.2481751699,0.3469999864,0.2635685984,21,100
Market-Adjusted Model,13031,2021-11-15,0.2616033956,0.3325546018,0.2769968241,21,100
Market-Adjusted Model,13032,2021-11-15,-0.371900865,-0.350625278,-0.356507436,21,100
Market-Adjusted Model,13033,2021-11-15,-0.020513532,-0.005384578,-0.005120104,21,100
Market-Adjusted Model,13034,2021-11-15,-0.05384057,-0.037953026,-0.038447142,21,100
Market-Adjusted Model,13035,2021-11-15,-0.070558682,-0.056337592,-0.055165253,21,100
Market-Adjusted Model,13046,2021-11-15,-0.018500494,0.0014043353,-0.003107065,21,100
Market-Adjusted Model,13076,2021-11-15,-0.027814288,-0.011700407,-0.01242086,21,100
Market-Adjusted Model,13079,2021-11-15,-0.030963168,-0.013145053,-0.015569739,21,100
Market-Adjusted Model,13084,2021-11-15,-0.074448876,-0.043439731,-0.059055448,21,100
Market-Adjusted Model,13085,2021-11-15,-0.029067596,-0.010007498,-0.013674168,21,100
Market-Adjusted Model,13089,2021-11-15,-0.023934469,-0.006215856,-0.008541041,21,100
Market-Adjusted Model,13092,2021-11-15,-0.055866678,-0.040475896,-0.040473249,21,100
Market-Adjusted Model,13102,2021-11-15,-0.023472468,-0.006298783,-0.00807904,21,100
Market-Adjusted Model,13103,2021-11-15,-0.07253163,-0.057903524,-0.057138202,21,100
Market-Adjusted Model,13105,2021-11-15,-0.094032289,-0.080236332,-0.07863886,21,100
Market-Adjusted Model,13107,2021-11-15,-0.270207815,-0.2861993,-0.254814386,21,100
Market-Adjusted Model,13108,2021-11-15,-0.026390178,0.0091163679,-0.010996749,21,100
Market-Adjusted Model,13111,2021-11-15,-0.17384368,-0.169300223,-0.158450251,21,100
Market-Adjusted Model,13114,2021-11-15,-0.080006536,-0.066912612,-0.064613108,21,100
Market-Adjusted Model,13116,2021-11-15,-0.08959741,-0.066356973,-0.074203982,21,100
Market-Adjusted Model,13122,2021-11-15,-0.074893023,-0.06043026,-0.059499595,21,100
Market-Adjusted Model,13124,2021-11-15,-0.218832884,-0.202888362,-0.203439456,21,100
Market-Adjusted Model,13126,2021-11-15,-0.018596524,-0.002388685,-0.003203096,21,100
Market-Adjusted Model,13129,2021-11-15,-0.151636242,-0.142051907,-0.136242814,21,100
Market-Adjusted Model,13130,2021-11-15,-0.049501014,-0.035502397,-0.034107585,21,100
Market-Adjusted Model,13131,2021-11-15,0.0262212393,0.0417539404,0.0416146678,21,100
Market-Adjusted Model,13132,2021-11-15,0.1142376003,0.1269376005,0.1296310288,21,100
Market-Adjusted Model,13137,2021-11-15,-0.000802597,0.0140048038,0.0145908314,21,100
Market-Adjusted Model,13138,2021-11-15,-0.001007277,0.0137938687,0.0143861517,21,100
Market-Adjusted Model,13142,2021-11-15,0.1123215555,0.1369945664,0.1277149841,21,100
Market-Adjusted Model,13159,2021-11-15,-0.125766902,-0.110393297,-0.110373473,21,100
Market-Adjusted Model,13168,2021-11-15,-0.215650602,-0.215544573,-0.200257173,21,100
Market-Adjusted Model,13169,2021-11-15,-0.182926813,-0.176523411,-0.167533384,21,100
Market-Adjusted Model,13176,2021-11-15,-0.015475332,-0.000659777,-0.000081903,21,100
Market-Adjusted Model,13180,2021-11-15,-0.110320267,-0.098851371,-0.094926838,21,100
Market-Adjusted Model,13181,2021-11-15,-0.074683901,-0.058384162,-0.059290472,21,100
Market-Adjusted Model,13182,2021-11-15,-0.020472132,-0.005308589,-0.005078703,21,100
Market-Adjusted Model,13188,2021-11-15,-0.048088341,-0.031636451,-0.032694912,21,100
Market-Adjusted Model,13189,2021-11-15,-0.030315127,-0.015495368,-0.014921699,21,100
Market-Adjusted Model,13190,2021-11-15,-0.029643603,-0.015024065,-0.014250174,21,100
Market-Adjusted Model,13191,2021-11-15,0.1167218431,0.1426678196,0.1321152717,21,100
Market-Adjusted Model,13193,2021-11-15,0.0232893855,0.0385918855,0.038682814,21,100
Market-Adjusted Model,13196,2021-11-15,0.1203565976,0.1420142977,0.1357500261,21,100
Market-Adjusted Model,13198,2021-11-15,0.0051643414,0.0231837853,0.0205577699,21,100
Market-Adjusted Model,13201,2021-11-15,-0.253437515,-0.264015332,-0.238044087,21,100
Market-Adjusted Model,13202,2021-11-15,0.0269231407,0.0565074682,0.0423165693,21,100
Market-Adjusted Model,13206,2021-11-15,0.0520324701,0.0698702777,0.0674258986,21,100
Market-Adjusted Model,13210,2021-11-15,-0.096087582,-0.076559031,-0.080694153,21,100
Market-Adjusted Model,13211,2021-11-15,-0.04957784,-0.035380829,-0.034184412,21,100
Market-Adjusted Model,13214,2021-11-15,-0.033251825,-0.018271227,-0.017858396,21,100
Market-Adjusted Model,13217,2021-11-15,-0.021175151,-0.00582123,-0.005781723,21,100
Market-Adjusted Model,13219,2021-11-15,-0.02881254,-0.012371967,-0.013419112,21,100
Market-Adjusted Model,13220,2021-11-15,-0.038756042,-0.023542674,-0.023362613,21,100
Market-Adjusted Model,13221,2021-11-15,-0.058353518,-0.044654926,-0.042960089,21,100
Market-Adjusted Model,13228,2021-11-15,-0.049734023,-0.035381215,-0.034340595,21,100
Market-Adjusted Model,13229,2021-11-15,-0.042952725,-0.0281385,-0.027559296,21,100
Market-Adjusted Model,13230,2021-11-15,-0.026296544,-0.009097674,-0.010903115,21,100
Market-Adjusted Model,13233,2021-11-15,0.0203377087,0.0370030008,0.0357311373,21,100
Market-Adjusted Model,13234,2021-11-15,-0.060735283,-0.044540159,-0.045341855,21,100
Market-Adjusted Model,13235,2021-11-15,-0.038409166,-0.023157052,-0.023015738,21,100
Market-Adjusted Model,13236,2021-11-15,-0.041131385,-0.023317346,-0.025737957,21,100
Market-Adjusted Model,13240,2021-11-15,0.0060852609,0.0210190145,0.0214786894,21,100
Market-Adjusted Model,13241,2021-11-15,0.0006704228,0.0156837917,0.0160638513,21,100
Market-Adjusted Model,13242,2021-11-15,0.0015163824,0.016400425,0.0169098109,21,100
Market-Adjusted Model,13244,2021-11-15,-0.060615045,-0.028658963,-0.045221616,21,100
Market-Adjusted Model,13245,2021-11-15,-0.024343978,-0.008824256,-0.008950549,21,100
Market-Adjusted Model,13246,2021-11-15,-0.031580408,-0.016275081,-0.016186979,21,100
Market-Adjusted Model,13249,2021-11-15,-0.162013082,-0.149762625,-0.146619654,21,100
Market-Adjusted Model,13252,2021-11-15,-0.023376597,-0.008213418,-0.007983169,21,100
Market-Adjusted Model,13253,2021-11-15,0.002066057,0.0337598621,0.0174594855,21,100
Market-Adjusted Model,13254,2021-11-15,-0.01629245,-0.001167614,-0.000899022,21,100
Market-Adjusted Model,13260,2021-11-15,-0.02923387,-0.011847168,-0.013840442,21,100
Market-Adjusted Model,13262,2021-11-15,0.0422291703,0.0643592842,0.0576225988,21,100
Market-Adjusted Model,13265,2021-11-15,-0.082397013,-0.051480788,-0.067003585,21,100
Market-Adjusted Model,13268,2021-11-15,-0.033247441,-0.018153607,-0.017854013,21,100
Market-Adjusted Model,13273,2021-11-15,-0.001605495,0.0132338346,0.0137879332,21,100
Market-Adjusted Model,13278,2021-11-15,0.0521414435,0.0684145034,0.067534872,21,100
Market-Adjusted Model,13279,2021-11-15,-0.239234406,-0.232266313,-0.223840977,21,100
Market-Adjusted Model,13284,2021-11-15,0.0423126246,0.0599373211,0.0577060532,21,100
Market-Adjusted Model,13286,2021-11-15,0.000972413,0.0255254037,0.0163658415,21,100
Market-Adjusted Model,13293,2021-11-15,-0.016036672,-0.000428624,-0.000643244,21,100
Market-Adjusted Model,13296,2021-11-15,-0.033781045,-0.019061063,-0.018387617,21,100
Market-Adjusted Model,13300,2021-11-15,-0.000090666,0.0147690184,0.0153027623,21,100
Market-Adjusted Model,13301,2021-11-15,-0.093779033,-0.070295265,-0.078385605,21,100
Market-Adjusted Model,13302,2021-11-15,0.111763427,0.1303072574,0.1271568555,21,100
Market-Adjusted Model,13303,2021-11-15,0.0658579075,0.0925031828,0.081251336,21,100
Market-Adjusted Model,13305,2021-11-15,-0.033135003,-0.017098586,-0.017741575,21,100
Market-Adjusted Model,13308,2021-11-15,-0.010223817,0.004567451,0.0051696119,21,100
Market-Adjusted Model,13310,2021-11-15,-0.020376737,-0.004638156,-0.004983309,21,100
Market-Adjusted Model,13315,2021-11-15,-0.124551916,-0.08717602,-0.109158487,21,100
Market-Adjusted Model,13316,2021-11-15,0.0311063676,0.0485213874,0.0464997962,21,100
Market-Adjusted Model,13318,2021-11-15,-0.112606839,-0.098726943,-0.097213411,21,100
Market-Adjusted Model,13321,2021-11-15,-0.097363559,-0.080652047,-0.08197013,21,100
Market-Adjusted Model,13322,2021-11-15,-0.019261033,-0.004486374,-0.003867604,21,100
Market-Adjusted Model,13323,2021-11-15,0.0793074934,0.1011635555,0.0947009219,21,100
Market-Adjusted Model,13324,2021-11-15,-0.170346991,-0.158818362,-0.154953563,21,100
Market-Adjusted Model,13325,2021-11-15,-0.023255897,0.0005837071,-0.007862469,21,100
Market-Adjusted Model,13326,2021-11-15,0.0299341688,0.0488368133,0.0453275973,21,100
Market-Adjusted Model,13328,2021-11-15,-0.068150239,-0.051604771,-0.052756811,21,100
Market-Adjusted Model,13332,2021-11-15,-0.057618413,-0.042452762,-0.042224985,21,100
Market-Adjusted Model,13337,2021-11-15,-0.218125267,-0.225934502,-0.202731839,21,100
Market-Adjusted Model,13341,2021-11-15,-0.07773647,-0.064049033,-0.062343041,21,100
Market-Adjusted Model,13343,2021-11-15,-0.171084344,-0.158282558,-0.155690916,21,100
Market-Adjusted Model,13344,2021-11-15,-0.033824684,-0.018982345,-0.018431256,21,100
Market-Adjusted Model,13345,2021-11-15,-0.019312633,-0.004500623,-0.003919205,21,100
Market-Adjusted Model,13348,2021-11-15,-0.016713837,-0.00191097,-0.001320409,21,100
Market-Adjusted Model,13350,2021-11-15,-0.209302339,-0.206108816,-0.19390891,21,100
Market-Adjusted Model,13351,2021-11-15,-0.037577472,-0.023118209,-0.022184044,21,100
Market-Adjusted Model,13353,2021-11-15,-0.099206773,-0.086752136,-0.083813345,21,100
Market-Adjusted Model,13356,2021-11-15,-0.063966926,-0.043949304,-0.048573497,21,100
Market-Adjusted Model,13357,2021-11-15,-0.033260229,-0.018828851,-0.017866801,21,100
Market-Adjusted Model,13360,2021-11-15,-0.048731611,-0.034092997,-0.033338182,21,100
Market-Adjusted Model,13361,2021-11-15,-0.01768831,-0.002921729,-0.002294882,21,100
Market-Adjusted Model,13364,2021-11-15,-0.019787241,-0.004911364,-0.004393813,21,100
Market-Adjusted Model,13366,2021-11-15,0.1711973805,0.1806316454,0.186590809,21,100
Market-Adjusted Model,13369,2021-11-15,0.0246913252,0.134697997,0.0400847537,21,100
Market-Adjusted Model,13375,2021-11-15,-0.114800768,-0.096268037,-0.09940734,21,100
Market-Adjusted Model,13376,2021-11-15,-0.198598158,-0.159476855,-0.183204729,21,98
Market-Adjusted Model,13379,2021-11-15,-0.265865823,-0.270696602,-0.250472395,21,100
Market-Adjusted Model,13380,2021-11-15,-0.070334214,-0.057301362,-0.054940785,21,100
Market-Adjusted Model,13382,2021-11-15,-0.067434726,-0.052954801,-0.052041297,21,100
Market-Adjusted Model,13386,2021-11-15,-0.021783849,-0.007004341,-0.006390421,21,100
Market-Adjusted Model,13387,2021-11-15,-0.040063574,-0.025512295,-0.024670146,21,100
